week,group,mouse,weight,sex
51,group 4,205,38.2,female
52,group 4,205,37,female
53,group 4,205,34.7,female
55,group 4,205,32.2,female
56,group 4,205,32.6,female
57,group 4,205,33.1,female
58,group 4,205,35.8,female
59,group 4,205,36.1,female
60,group 4,205,36.4,female
61,group 4,205,37.1,female
62,group 4,205,34,female
63,group 4,205,38.3,female
64,group 4,205,37.7,female
65,group 4,205,39.8,female
66,group 4,205,32,female
67,group 4,205,36.7,female
68,group 4,205,38,female
69,group 4,205,32,female
70,group 4,205,34,female
71,group 4,205,33,female
72,group 4,205,30.8,female
73,group 4,205,31.3,female
1,group 4,206,12.7,female
2,group 4,206,14.5,female
3,group 4,206,15.4,female
4,group 4,206,16.4,female
5,group 4,206,16.9,female
6,group 4,206,17.1,female
7,group 4,206,18.4,female
8,group 4,206,19.2,female
9,group 4,206,16.8,female
10,group 4,206,18.2,female
11,group 4,206,19.3,female
12,group 4,206,18.9,female
1,group 4,207,15.3,female
2,group 4,207,17.3,female
3,group 4,207,19.5,female
4,group 4,207,18.9,female
5,group 4,207,19.5,female
6,group 4,207,19.3,female
7,group 4,207,20.5,female
8,group 4,207,20.3,female
9,group 4,207,20.7,female
10,group 4,207,21.8,female
11,group 4,207,21.3,female
1,group 4,208,17.7,female
2,group 4,208,20.4,female
3,group 4,208,23.1,female
4,group 4,208,22.3,female
5,group 4,208,24.2,female
6,group 4,208,25.2,female
7,group 4,208,24.2,female
8,group 4,208,27.9,female
9,group 4,208,27.7,female
10,group 4,208,28.3,female
11,group 4,208,28.9,female
12,group 4,208,31.8,female
13,group 4,208,28.6,female
14,group 4,208,31.7,female
15,group 4,208,26.9,female
16,group 4,208,27.8,female
17,group 4,208,32.3,female
18,group 4,208,30.5,female
19,group 4,208,31.7,female
20,group 4,208,33.5,female
21,group 4,208,35.8,female
22,group 4,208,35.1,female
23,group 4,208,33.7,female
24,group 4,208,35.6,female
25,group 4,208,35,female
26,group 4,208,36.7,female
27,group 4,208,34.7,female
28,group 4,208,34.7,female
29,group 4,208,37.9,female
30,group 4,208,37.6,female
31,group 4,208,36.4,female
32,group 4,208,37.6,female
33,group 4,208,36.8,female
34,group 4,208,37.9,female
35,group 4,208,36.5,female
36,group 4,208,38.1,female
37,group 4,208,39.7,female
38,group 4,208,39.6,female
39,group 4,208,37.7,female
40,group 4,208,38.6,female
41,group 4,208,38.7,female
42,group 4,208,38.9,female
43,group 4,208,42.1,female
44,group 4,208,42.6,female
45,group 4,208,41.8,female
46,group 4,208,43.8,female
47,group 4,208,45,female
48,group 4,208,48.5,female
49,group 4,208,45,female
50,group 4,208,47.1,female
51,group 4,208,47.4,female
52,group 4,208,47,female
53,group 4,208,43.1,female
54,group 4,208,45.7,female
55,group 4,208,43.4,female
56,group 4,208,43.1,female
57,group 4,208,44.3,female
58,group 4,208,44.6,female
59,group 4,208,45.3,female
60,group 4,208,42.8,female
61,group 4,208,43.2,female
62,group 4,208,40,female
63,group 4,208,45,female
64,group 4,208,46.5,female
65,group 4,208,43.8,female
66,group 4,208,39,female
67,group 4,208,44,female
68,group 4,208,45,female
69,group 4,208,40.9,female
70,group 4,208,43,female
71,group 4,208,41,female
72,group 4,208,39,female
73,group 4,208,38,female
1,group 4,209,13.8,female
2,group 4,209,16.8,female
3,group 4,209,12.7,female
1,group 4,210,15.6,female
2,group 4,210,19.2,female
3,group 4,210,21.7,female
4,group 4,210,22.1,female
5,group 4,210,23.2,female
6,group 4,210,21.9,female
7,group 4,210,24.3,female
8,group 4,210,26.5,female
9,group 4,210,27.3,female
10,group 4,210,29.2,female
11,group 4,210,29.2,female
12,group 4,210,28.3,female
13,group 4,210,27.3,female
14,group 4,210,30.7,female
15,group 4,210,28.3,female
16,group 4,210,26.2,female
17,group 4,210,30.4,female
18,group 4,210,31,female
19,group 4,210,32.9,female
20,group 4,210,33.4,female
21,group 4,210,34.7,female
22,group 4,210,33.4,female
23,group 4,210,33.6,female
24,group 4,210,36.5,female
25,group 4,210,32.3,female
26,group 4,210,34.8,female
27,group 4,210,35.7,female
28,group 4,210,33.6,female
29,group 4,210,36.3,female
30,group 4,210,33.3,female
31,group 4,210,34.4,female
32,group 4,210,36.2,female
33,group 4,210,35.6,female
34,group 4,210,33.5,female
35,group 4,210,35,female
36,group 4,210,34.2,female
37,group 4,210,34.8,female
38,group 4,210,36.4,female
39,group 4,210,33.1,female
40,group 4,210,33.9,female
41,group 4,210,35.8,female
42,group 4,210,36.7,female
43,group 4,210,36.5,female
44,group 4,210,36.2,female
45,group 4,210,39,female
46,group 4,210,39.8,female
47,group 4,210,36.1,female
48,group 4,210,38.5,female
49,group 4,210,39.2,female
50,group 4,210,41.8,female
51,group 4,210,39.6,female
1,group 4,211,13.4,female
2,group 4,211,16.9,female
3,group 4,211,18.3,female
4,group 4,211,18.6,female
5,group 4,211,20,female
6,group 4,211,19.6,female
1,group 4,212,12.7,female
2,group 4,212,16.4,female
3,group 4,212,17.5,female
4,group 4,212,18.4,female
5,group 4,212,19.2,female
6,group 4,212,20.4,female
7,group 4,212,19.7,female
8,group 4,212,22.2,female
9,group 4,212,22.7,female
10,group 4,212,23.2,female
11,group 4,212,22.4,female
12,group 4,212,25.8,female
13,group 4,212,24.2,female
14,group 4,212,24.2,female
15,group 4,212,25.9,female
16,group 4,212,22.7,female
17,group 4,212,24.8,female
18,group 4,212,24.5,female
19,group 4,212,25.8,female
20,group 4,212,26.4,female
21,group 4,212,25.1,female
22,group 4,212,27.6,female
23,group 4,212,28.6,female
24,group 4,212,26.2,female
25,group 4,212,25.9,female
26,group 4,212,28.2,female
27,group 4,212,26.6,female
28,group 4,212,27.4,female
29,group 4,212,30.3,female
30,group 4,212,28.5,female
31,group 4,212,27.9,female
32,group 4,212,29.2,female
33,group 4,212,29.7,female
34,group 4,212,29.7,female
35,group 4,212,27.2,female
36,group 4,212,30.3,female
37,group 4,212,30.4,female
38,group 4,212,29.2,female
39,group 4,212,28.8,female
40,group 4,212,28.9,female
41,group 4,212,27.5,female
42,group 4,212,29.7,female
43,group 4,212,31.2,female
44,group 4,212,33,female
45,group 4,212,32.2,female
46,group 4,212,32,female
48,group 4,212,36.1,female
49,group 4,212,33.8,female
50,group 4,212,35.8,female
51,group 4,212,36.5,female
1,group 4,213,16.4,female
2,group 4,213,19.8,female
3,group 4,213,22.1,female
4,group 4,213,23,female
5,group 4,213,21.9,female
6,group 4,213,23.8,female
7,group 4,213,27.1,female
8,group 4,213,27,female
9,group 4,213,27.9,female
10,group 4,213,31.2,female
11,group 4,213,29.8,female
12,group 4,213,27.7,female
13,group 4,213,28.8,female
14,group 4,213,32.7,female
15,group 4,213,29.9,female
16,group 4,213,30.8,female
17,group 4,213,32.8,female
18,group 4,213,30.4,female
19,group 4,213,32.8,female
20,group 4,213,32.5,female
21,group 4,213,32.3,female
22,group 4,213,32.2,female
23,group 4,213,32.6,female
24,group 4,213,33.5,female
25,group 4,213,31.9,female
26,group 4,213,34.6,female
27,group 4,213,33.9,female
28,group 4,213,33.7,female
29,group 4,213,35.1,female
30,group 4,213,32.7,female
31,group 4,213,32.8,female
32,group 4,213,35.3,female
33,group 4,213,33.1,female
34,group 4,213,33.4,female
35,group 4,213,31.9,female
36,group 4,213,34.5,female
37,group 4,213,35.5,female
38,group 4,213,34.9,female
39,group 4,213,34.2,female
40,group 4,213,35.7,female
41,group 4,213,33.8,female
42,group 4,213,34.5,female
43,group 4,213,37.1,female
44,group 4,213,37.5,female
45,group 4,213,37.2,female
46,group 4,213,37.4,female
47,group 4,213,39.6,female
48,group 4,213,40.5,female
49,group 4,213,37.2,female
50,group 4,213,39.3,female
51,group 4,213,40.6,female
1,group 4,214,15.6,female
2,group 4,214,18.8,female
3,group 4,214,21.7,female
4,group 4,214,21.6,female
5,group 4,214,23.2,female
6,group 4,214,21.4,female
7,group 4,214,23.4,female
8,group 4,214,25.7,female
9,group 4,214,25,female
10,group 4,214,26.8,female
11,group 4,214,23.3,female
12,group 4,214,26.6,female
13,group 4,214,26.9,female
14,group 4,214,27.4,female
15,group 4,214,26.5,female
16,group 4,214,28.1,female
17,group 4,214,29.7,female
18,group 4,214,28.2,female
19,group 4,214,29.8,female
20,group 4,214,29.5,female
21,group 4,214,28.4,female
22,group 4,214,30.9,female
23,group 4,214,31.5,female
24,group 4,214,32.5,female
25,group 4,214,29.7,female
26,group 4,214,31.7,female
27,group 4,214,32.9,female
28,group 4,214,31.3,female
29,group 4,214,31.2,female
30,group 4,214,31.8,female
31,group 4,214,33.1,female
32,group 4,214,33.5,female
33,group 4,214,31.4,female
34,group 4,214,31.3,female
35,group 4,214,32.7,female
36,group 4,214,31.4,female
37,group 4,214,32.2,female
38,group 4,214,33.7,female
39,group 4,214,33.1,female
40,group 4,214,30.6,female
41,group 4,214,31.5,female
42,group 4,214,33.3,female
43,group 4,214,32.2,female
44,group 4,214,33.6,female
45,group 4,214,34.5,female
46,group 4,214,36.4,female
47,group 4,214,36,female
48,group 4,214,35.6,female
49,group 4,214,35.8,female
50,group 4,214,37.4,female
51,group 4,214,37.3,female
1,group 4,215,16.6,female
2,group 4,215,19.2,female
3,group 4,215,22.1,female
4,group 4,215,24.1,female
5,group 4,215,25.9,female
6,group 4,215,23.5,female
7,group 4,215,27.1,female
8,group 4,215,28.9,female
9,group 4,215,29.2,female
10,group 4,215,27.6,female
11,group 4,215,30.5,female
12,group 4,215,33.6,female
13,group 4,215,33.9,female
14,group 4,215,32.4,female
15,group 4,215,33.1,female
16,group 4,215,34.7,female
17,group 4,215,35.9,female
18,group 4,215,33.7,female
19,group 4,215,35.2,female
20,group 4,215,36.9,female
21,group 4,215,38.3,female
22,group 4,215,37.3,female
23,group 4,215,36.6,female
24,group 4,215,39.4,female
25,group 4,215,35.2,female
26,group 4,215,38.4,female
27,group 4,215,38,female
28,group 4,215,36.4,female
29,group 4,215,37.4,female
30,group 4,215,38.7,female
31,group 4,215,37.1,female
32,group 4,215,37.4,female
33,group 4,215,39.3,female
34,group 4,215,40.8,female
35,group 4,215,39,female
36,group 4,215,40.1,female
37,group 4,215,40.6,female
38,group 4,215,39.2,female
39,group 4,215,40.7,female
40,group 4,215,40.8,female
41,group 4,215,39.6,female
42,group 4,215,38.3,female
43,group 4,215,41.6,female
44,group 4,215,42.9,female
45,group 4,215,42.8,female
46,group 4,215,45.7,female
47,group 4,215,46.7,female
48,group 4,215,47.6,female
49,group 4,215,45.1,female
50,group 4,215,47.6,female
51,group 4,215,47.8,female
1,group 4,216,15.8,female
2,group 4,216,18.5,female
3,group 4,216,20.7,female
4,group 4,216,22,female
5,group 4,216,23.7,female
6,group 4,216,24.3,female
7,group 4,216,25.6,female
8,group 4,216,25.3,female
9,group 4,216,26.4,female
10,group 4,216,28.4,female
11,group 4,216,29.7,female
12,group 4,216,31.8,female
13,group 4,216,28.5,female
14,group 4,216,30.9,female
15,group 4,216,32.9,female
16,group 4,216,32.5,female
17,group 4,216,31.4,female
18,group 4,216,33.6,female
19,group 4,216,35.3,female
20,group 4,216,31.9,female
21,group 4,216,33.6,female
22,group 4,216,36.1,female
23,group 4,216,35.2,female
24,group 4,216,33.9,female
25,group 4,216,34.6,female
26,group 4,216,35.9,female
27,group 4,216,35.6,female
28,group 4,216,34.7,female
29,group 4,216,33.9,female
30,group 4,216,31.6,female
31,group 4,216,31.8,female
32,group 4,216,35.2,female
33,group 4,216,35.1,female
34,group 4,216,35.7,female
35,group 4,216,34.6,female
36,group 4,216,35.8,female
37,group 4,216,34.5,female
38,group 4,216,37.2,female
39,group 4,216,36.9,female
40,group 4,216,34.2,female
41,group 4,216,35.7,female
42,group 4,216,37.5,female
43,group 4,216,37.4,female
44,group 4,216,38.7,female
45,group 4,216,41.2,female
46,group 4,216,40,female
47,group 4,216,40.4,female
48,group 4,216,42.7,female
49,group 4,216,42.6,female
50,group 4,216,40.9,female
51,group 4,216,37.4,female
1,group 4,217,15.4,female
2,group 4,217,17.6,female
3,group 4,217,20,female
4,group 4,217,20.7,female
5,group 4,217,22.4,female
6,group 4,217,21.3,female
7,group 4,217,23.4,female
8,group 4,217,26.2,female
9,group 4,217,26.4,female
10,group 4,217,28.3,female
11,group 4,217,26.2,female
12,group 4,217,29.7,female
13,group 4,217,29.6,female
14,group 4,217,31.2,female
15,group 4,217,29.3,female
16,group 4,217,29.7,female
17,group 4,217,29.8,female
18,group 4,217,32.8,female
19,group 4,217,34.4,female
20,group 4,217,32.9,female
21,group 4,217,33.5,female
22,group 4,217,36.1,female
23,group 4,217,35.6,female
24,group 4,217,34.5,female
25,group 4,217,34.5,female
26,group 4,217,35.8,female
1,group 4,218,14.9,female
2,group 4,218,18.6,female
3,group 4,218,21.1,female
4,group 4,218,20.9,female
5,group 4,218,19.8,female
6,group 4,218,22.4,female
7,group 4,218,21.8,female
8,group 4,218,24.5,female
9,group 4,218,26.1,female
10,group 4,218,26.5,female
11,group 4,218,25.7,female
12,group 4,218,28.7,female
13,group 4,218,28.6,female
14,group 4,218,27.7,female
15,group 4,218,30.1,female
16,group 4,218,30.5,female
17,group 4,218,31,female
18,group 4,218,31,female
19,group 4,218,32.8,female
20,group 4,218,32.6,female
21,group 4,218,32.5,female
22,group 4,218,34.5,female
23,group 4,218,34.6,female
24,group 4,218,34.6,female
25,group 4,218,36.3,female
26,group 4,218,35.9,female
1,group 4,219,16.5,female
2,group 4,219,20,female
3,group 4,219,23.5,female
4,group 4,219,22.9,female
5,group 4,219,26.1,female
6,group 4,219,26.6,female
7,group 4,219,27.5,female
8,group 4,219,31.3,female
9,group 4,219,29.7,female
10,group 4,219,34,female
11,group 4,219,33.3,female
12,group 4,219,32.7,female
13,group 4,219,34.8,female
14,group 4,219,33.7,female
15,group 4,219,37.4,female
16,group 4,219,35.7,female
17,group 4,219,38.6,female
18,group 4,219,38.5,female
19,group 4,219,40.6,female
20,group 4,219,40.3,female
21,group 4,219,40.5,female
22,group 4,219,42,female
23,group 4,219,42.6,female
24,group 4,219,41.6,female
25,group 4,219,41.4,female
26,group 4,219,43.2,female
1,group 4,220,16.6,female
2,group 4,220,19.3,female
3,group 4,220,20.9,female
4,group 4,220,20.9,female
5,group 4,220,21.3,female
6,group 4,220,23.3,female
7,group 4,220,25.7,female
8,group 4,220,27.5,female
9,group 4,220,26.6,female
10,group 4,220,27.1,female
11,group 4,220,29.3,female
12,group 4,220,30.9,female
13,group 4,220,28.1,female
14,group 4,220,31.4,female
15,group 4,220,34.3,female
16,group 4,220,32.6,female
17,group 4,220,32.7,female
18,group 4,220,31.3,female
19,group 4,220,33.8,female
20,group 4,220,35.7,female
21,group 4,220,34.5,female
22,group 4,220,37,female
23,group 4,220,37.7,female
24,group 4,220,36.2,female
25,group 4,220,36.1,female
26,group 4,220,38.3,female
1,group 4,221,16.3,female
2,group 4,221,20.8,female
3,group 4,221,21.2,female
4,group 4,221,22.9,female
5,group 4,221,23.7,female
6,group 4,221,25.6,female
7,group 4,221,28.2,female
8,group 4,221,29.4,female
9,group 4,221,30.1,female
10,group 4,221,29.3,female
11,group 4,221,29.1,female
12,group 4,221,28.8,female
13,group 4,221,31.5,female
14,group 4,221,33.9,female
15,group 4,221,34.8,female
16,group 4,221,32.8,female
17,group 4,221,35.5,female
18,group 4,221,33.7,female
19,group 4,221,35.1,female
20,group 4,221,36.3,female
21,group 4,221,37.2,female
22,group 4,221,36.5,female
23,group 4,221,36.8,female
24,group 4,221,36.6,female
25,group 4,221,37.8,female
26,group 4,221,39.3,female
1,group 4,222,16.5,female
2,group 4,222,18.5,female
3,group 4,222,21.7,female
4,group 4,222,21.4,female
5,group 4,222,22.4,female
6,group 4,222,24.1,female
7,group 4,222,23.4,female
8,group 4,222,26.7,female
9,group 4,222,27.5,female
10,group 4,222,26.3,female
11,group 4,222,28.3,female
12,group 4,222,30.4,female
13,group 4,222,28.4,female
14,group 4,222,30.9,female
15,group 4,222,31.4,female
16,group 4,222,33.6,female
17,group 4,222,33.8,female
18,group 4,222,33.3,female
19,group 4,222,34.6,female
20,group 4,222,32.7,female
21,group 4,222,33.3,female
22,group 4,222,35.1,female
23,group 4,222,33.8,female
24,group 4,222,35.1,female
25,group 4,222,33.2,female
26,group 4,222,34.7,female
1,group 4,223,16.8,female
2,group 4,223,19.6,female
3,group 4,223,22.9,female
4,group 4,223,23.1,female
5,group 4,223,24.7,female
6,group 4,223,23.9,female
7,group 4,223,26.6,female
8,group 4,223,29.1,female
9,group 4,223,29,female
10,group 4,223,28.9,female
11,group 4,223,30.8,female
12,group 4,223,30.2,female
13,group 4,223,32.1,female
14,group 4,223,34.1,female
15,group 4,223,32.2,female
16,group 4,223,33.4,female
17,group 4,223,34.8,female
18,group 4,223,32.5,female
19,group 4,223,34.6,female
20,group 4,223,35.3,female
21,group 4,223,36.7,female
22,group 4,223,37.5,female
23,group 4,223,36.6,female
24,group 4,223,37.2,female
25,group 4,223,37.8,female
26,group 4,223,40,female
1,group 4,224,15.2,female
2,group 4,224,17.5,female
3,group 4,224,17.6,female
4,group 4,224,18.5,female
5,group 4,224,19.6,female
6,group 4,224,20.9,female
7,group 4,224,21.8,female
8,group 4,224,21.8,female
9,group 4,224,23.1,female
10,group 4,224,23.5,female
11,group 4,224,23.5,female
12,group 4,224,24.8,female
13,group 4,224,25.5,female
14,group 4,224,23.5,female
15,group 4,224,25.6,female
16,group 4,224,26.4,female
17,group 4,224,27.2,female
18,group 4,224,25.5,female
19,group 4,224,26.8,female
20,group 4,224,24.9,female
21,group 4,224,28.6,female
22,group 4,224,29.7,female
23,group 4,224,29.6,female
24,group 4,224,29.9,female
25,group 4,224,27.3,female
26,group 4,224,30.4,female
1,group 4,225,19.2,male
2,group 4,225,24.7,male
3,group 4,225,28.9,male
4,group 4,225,29.1,male
5,group 4,225,30.1,male
6,group 4,225,34.7,male
7,group 4,225,34.2,male
8,group 4,225,33.7,male
9,group 4,225,35.9,male
10,group 4,225,34.7,male
11,group 4,225,35,male
12,group 4,225,37.2,male
13,group 4,225,37.4,male
14,group 4,225,37.2,male
15,group 4,225,38.4,male
16,group 4,225,38.6,male
17,group 4,225,38.1,male
18,group 4,225,39.1,male
19,group 4,225,41.5,male
20,group 4,225,37.5,male
21,group 4,225,43,male
22,group 4,225,44.1,male
23,group 4,225,44.3,male
24,group 4,225,46.2,male
25,group 4,225,44.8,male
26,group 4,225,45.6,male
27,group 4,225,45.6,male
28,group 4,225,46.1,male
29,group 4,225,47.1,male
30,group 4,225,46.9,male
31,group 4,225,45.8,male
32,group 4,225,46.3,male
33,group 4,225,44.3,male
34,group 4,225,46.1,male
35,group 4,225,43.9,male
36,group 4,225,46.2,male
37,group 4,225,45.7,male
38,group 4,225,45.1,male
39,group 4,225,44.8,male
40,group 4,225,44.6,male
41,group 4,225,45.5,male
42,group 4,225,43.4,male
43,group 4,225,40.4,male
44,group 4,225,43.2,male
45,group 4,225,43,male
46,group 4,225,42,male
47,group 4,225,43,male
48,group 4,225,41.1,male
49,group 4,225,40,male
50,group 4,225,37.5,male
51,group 4,225,34.9,male
52,group 4,225,37.7,male
53,group 4,225,39.4,male
54,group 4,225,41,male
55,group 4,225,41.1,male
56,group 4,225,41.1,male
57,group 4,225,43.9,male
58,group 4,225,43.3,male
59,group 4,225,43.6,male
60,group 4,225,42.9,male
61,group 4,225,42.9,male
62,group 4,225,41.7,male
63,group 4,225,41.6,male
64,group 4,225,42.8,male
65,group 4,225,42.2,male
66,group 4,225,42.7,male
67,group 4,225,42.4,male
68,group 4,225,42.9,male
69,group 4,225,40.9,male
70,group 4,225,43.1,male
71,group 4,225,40.7,male
72,group 4,225,41.5,male
73,group 4,225,39.1,male
1,group 4,226,17.4,male
2,group 4,226,21.5,male
3,group 4,226,25.8,male
4,group 4,226,27.4,male
5,group 4,226,28.4,male
6,group 4,226,32.2,male
7,group 4,226,30.8,male
8,group 4,226,31.9,male
9,group 4,226,33.8,male
10,group 4,226,34.1,male
11,group 4,226,35.2,male
12,group 4,226,38.3,male
13,group 4,226,37.5,male
14,group 4,226,36.6,male
15,group 4,226,37.8,male
16,group 4,226,38.3,male
17,group 4,226,40.2,male
18,group 4,226,40.9,male
19,group 4,226,41.3,male
20,group 4,226,39.6,male
21,group 4,226,41.8,male
22,group 4,226,42.2,male
23,group 4,226,42.3,male
24,group 4,226,42.8,male
25,group 4,226,42.1,male
26,group 4,226,41.5,male
27,group 4,226,42.2,male
28,group 4,226,43.2,male
29,group 4,226,43.7,male
30,group 4,226,43.8,male
31,group 4,226,42.6,male
32,group 4,226,43.2,male
33,group 4,226,42.1,male
34,group 4,226,42.7,male
35,group 4,226,42.4,male
36,group 4,226,43.7,male
37,group 4,226,41.6,male
38,group 4,226,42.3,male
39,group 4,226,40.6,male
40,group 4,226,39.8,male
41,group 4,226,40.9,male
42,group 4,226,41.6,male
43,group 4,226,40.3,male
44,group 4,226,41.7,male
45,group 4,226,43.7,male
46,group 4,226,44.4,male
47,group 4,226,45,male
48,group 4,226,44.1,male
49,group 4,226,44.8,male
50,group 4,226,44.4,male
51,group 4,226,44,male
52,group 4,226,42.3,male
53,group 4,226,42,male
54,group 4,226,42.2,male
55,group 4,226,42.6,male
56,group 4,226,41.1,male
57,group 4,226,41.6,male
58,group 4,226,39.1,male
59,group 4,226,41.2,male
60,group 4,226,39.4,male
61,group 4,226,41.5,male
62,group 4,226,40.8,male
63,group 4,226,40.1,male
64,group 4,226,40,male
65,group 4,226,40.3,male
66,group 4,226,40.2,male
67,group 4,226,39.4,male
68,group 4,226,39.6,male
69,group 4,226,37.9,male
70,group 4,226,38.2,male
71,group 4,226,36,male
72,group 4,226,36,male
73,group 4,226,36.3,male
1,group 4,227,18.3,male
2,group 4,227,23.5,male
3,group 4,227,27.1,male
4,group 4,227,27.2,male
5,group 4,227,30.6,male
6,group 4,227,33.3,male
7,group 4,227,33.2,male
8,group 4,227,35.1,male
9,group 4,227,36.1,male
10,group 4,227,36.4,male
11,group 4,227,37.3,male
12,group 4,227,40,male
13,group 4,227,39.5,male
14,group 4,227,39.1,male
15,group 4,227,38.8,male
16,group 4,227,38.2,male
17,group 4,227,38.5,male
18,group 4,227,40.5,male
19,group 4,227,41.8,male
20,group 4,227,36.4,male
21,group 4,227,38.6,male
22,group 4,227,41.5,male
23,group 4,227,42.8,male
24,group 4,227,43.9,male
25,group 4,227,43.4,male
26,group 4,227,43.9,male
27,group 4,227,41,male
28,group 4,227,43.7,male
29,group 4,227,44.5,male
30,group 4,227,41.8,male
31,group 4,227,40.6,male
32,group 4,227,41.3,male
33,group 4,227,38.9,male
34,group 4,227,42.2,male
35,group 4,227,40.3,male
36,group 4,227,43.5,male
37,group 4,227,42.7,male
38,group 4,227,42.8,male
39,group 4,227,41.6,male
40,group 4,227,42.9,male
41,group 4,227,41.5,male
42,group 4,227,43,male
43,group 4,227,37.9,male
44,group 4,227,40.5,male
45,group 4,227,43.4,male
46,group 4,227,44.6,male
47,group 4,227,44.4,male
48,group 4,227,44.6,male
49,group 4,227,44,male
50,group 4,227,45.4,male
51,group 4,227,43.6,male
52,group 4,227,41.6,male
53,group 4,227,41,male
54,group 4,227,41.2,male
55,group 4,227,40,male
56,group 4,227,37.3,male
57,group 4,227,37.7,male
58,group 4,227,36,male
59,group 4,227,38.8,male
60,group 4,227,37.6,male
61,group 4,227,35.7,male
62,group 4,227,33.7,male
63,group 4,227,34.5,male
64,group 4,227,35.1,male
65,group 4,227,37.1,male
66,group 4,227,35.2,male
67,group 4,227,34.9,male
68,group 4,227,34.6,male
69,group 4,227,33.6,male
70,group 4,227,35.5,male
71,group 4,227,32,male
72,group 4,227,32.3,male
73,group 4,227,31.6,male
1,group 4,228,17.6,male
2,group 4,228,22.5,male
3,group 4,228,26.6,male
4,group 4,228,29,male
5,group 4,228,31.4,male
6,group 4,228,33.1,male
7,group 4,228,35.4,male
8,group 4,228,34.1,male
9,group 4,228,35.7,male
10,group 4,228,36.9,male
11,group 4,228,36.6,male
12,group 4,228,38.6,male
13,group 4,228,38,male
14,group 4,228,39.7,male
15,group 4,228,40.5,male
16,group 4,228,38.3,male
17,group 4,228,40,male
18,group 4,228,40.9,male
19,group 4,228,41.1,male
20,group 4,228,38.5,male
21,group 4,228,40.7,male
22,group 4,228,42.4,male
23,group 4,228,42.9,male
24,group 4,228,43.4,male
25,group 4,228,42.3,male
26,group 4,228,43.2,male
27,group 4,228,43.1,male
28,group 4,228,42.9,male
29,group 4,228,42.8,male
30,group 4,228,43.2,male
31,group 4,228,42.4,male
32,group 4,228,43.2,male
33,group 4,228,41.2,male
34,group 4,228,43.3,male
35,group 4,228,42.3,male
36,group 4,228,44.1,male
37,group 4,228,43.6,male
38,group 4,228,43.6,male
39,group 4,228,41,male
40,group 4,228,41.1,male
41,group 4,228,41.6,male
42,group 4,228,42,male
43,group 4,228,41.3,male
44,group 4,228,43.6,male
45,group 4,228,43.5,male
46,group 4,228,45.3,male
47,group 4,228,44.5,male
48,group 4,228,42.8,male
49,group 4,228,45.2,male
50,group 4,228,44.4,male
51,group 4,228,44.6,male
52,group 4,228,43.9,male
53,group 4,228,43.2,male
54,group 4,228,43.6,male
55,group 4,228,43.8,male
56,group 4,228,42.5,male
57,group 4,228,44.2,male
58,group 4,228,44,male
59,group 4,228,46.1,male
60,group 4,228,44.2,male
61,group 4,228,46.7,male
62,group 4,228,45.7,male
63,group 4,228,44.5,male
64,group 4,228,44.2,male
65,group 4,228,45,male
66,group 4,228,43.3,male
67,group 4,228,42.6,male
68,group 4,228,43.6,male
69,group 4,228,41.5,male
70,group 4,228,43.7,male
71,group 4,228,35.5,male
72,group 4,228,35.9,male
73,group 4,228,34.7,male
1,group 4,229,19.3,male
2,group 4,229,26.1,male
3,group 4,229,30.6,male
4,group 4,229,32.7,male
5,group 4,229,35.1,male
6,group 4,229,37.8,male
7,group 4,229,38.7,male
8,group 4,229,38.5,male
9,group 4,229,39.5,male
10,group 4,229,41.9,male
11,group 4,229,39.4,male
12,group 4,229,41.8,male
13,group 4,229,41.7,male
14,group 4,229,43.2,male
15,group 4,229,33.5,male
16,group 4,229,42.3,male
1,group 4,230,17.8,male
2,group 4,230,23.6,male
3,group 4,230,28.3,male
4,group 4,230,30.8,male
5,group 4,230,32.1,male
6,group 4,230,34.2,male
7,group 4,230,37.2,male
8,group 4,230,37.2,male
9,group 4,230,37.5,male
10,group 4,230,39.5,male
11,group 4,230,39.6,male
12,group 4,230,41,male
13,group 4,230,40,male
14,group 4,230,42.1,male
15,group 4,230,42.1,male
16,group 4,230,42.4,male
17,group 4,230,38.5,male
18,group 4,230,37.5,male
19,group 4,230,37.5,male
20,group 4,230,37.1,male
21,group 4,230,41.8,male
22,group 4,230,43.6,male
23,group 4,230,43.3,male
24,group 4,230,43.5,male
25,group 4,230,42.9,male
26,group 4,230,43.6,male
27,group 4,230,45.2,male
28,group 4,230,45,male
29,group 4,230,44.5,male
30,group 4,230,42.3,male
31,group 4,230,42.3,male
32,group 4,230,43.1,male
33,group 4,230,42.5,male
34,group 4,230,42.6,male
35,group 4,230,41.8,male
36,group 4,230,42.9,male
37,group 4,230,41.9,male
38,group 4,230,44.5,male
39,group 4,230,40.7,male
40,group 4,230,40.8,male
41,group 4,230,39.5,male
42,group 4,230,39.7,male
43,group 4,230,40.4,male
44,group 4,230,42.9,male
45,group 4,230,45.1,male
46,group 4,230,45.6,male
47,group 4,230,44.6,male
48,group 4,230,46.7,male
49,group 4,230,45.8,male
50,group 4,230,46.5,male
51,group 4,230,46.1,male
52,group 4,230,45.5,male
53,group 4,230,38.5,male
54,group 4,230,43.7,male
55,group 4,230,43.9,male
56,group 4,230,45.7,male
57,group 4,230,45.8,male
58,group 4,230,45.2,male
59,group 4,230,46.6,male
60,group 4,230,44.7,male
61,group 4,230,44.6,male
